received_date,receveid_hour,sensor A,sensor B,sensor C
17/08/2020,04:22:27,46,23,3
17/08/2020,04:34:32,53,25,2
17/08/2020,04:38:21,45,18,5
17/08/2020,04:42:37,36,17,4
17/08/2020,04:50:21,50,19,4
17/08/2020,05:01:23,53,22,5
17/08/2020,05:06:24,43,17,5
17/08/2020,05:12:25,40,20,3
17/08/2020,05:20:26,43,16,4
17/08/2020,05:22:27,44,21,5
17/08/2020,05:34:32,51,24,1
17/08/2020,05:38:21,35,18,4
17/08/2020,05:42:37,55,15,1
17/08/2020,05:50:21,45,25,5
17/08/2020,06:01:23,53,23,3
17/08/2020,06:06:24,53,23,4
17/08/2020,06:12:25,43,21,0
17/08/2020,06:20:26,55,24,0
17/08/2020,06:22:27,47,23,2
17/08/2020,06:34:32,37,16,1
17/08/2020,06:38:21,37,16,1
17/08/2020,06:42:37,36,20,1
17/08/2020,06:50:21,35,25,0
17/08/2020,07:01:23,52,21,5
17/08/2020,07:06:24,45,16,1
17/08/2020,07:12:25,47,22,4
17/08/2020,07:20:26,44,16,4
17/08/2020,07:22:27,43,23,2
17/08/2020,07:34:32,39,16,3
17/08/2020,07:38:21,50,25,2
17/08/2020,07:42:37,47,21,5
17/08/2020,07:50:21,45,23,1
17/08/2020,07:01:23,54,15,4
17/08/2020,07:06:24,54,18,4
17/08/2020,07:12:25,41,17,4
17/08/2020,07:20:26,53,18,4
17/08/2020,07:22:27,55,21,5
17/08/2020,07:34:32,45,17,3
17/08/2020,07:38:21,39,15,5
17/08/2020,07:42:37,42,21,0
17/08/2020,07:50:21,37,24,1
17/08/2020,08:01:23,51,19,4
17/08/2020,08:06:24,37,25,5
17/08/2020,08:12:25,50,25,0
17/08/2020,09:20:26,55,17,4
17/08/2020,09:22:27,38,16,0
17/08/2020,09:34:32,39,15,4
17/08/2020,09:38:21,38,25,5
17/08/2020,09:42:37,40,21,2
17/08/2020,09:50:21,53,19,4
17/08/2020,10:01:23,46,15,5
17/08/2020,10:06:24,36,25,0
17/08/2020,10:12:25,45,24,4
17/08/2020,10:20:26,51,23,0
17/08/2020,10:22:27,35,22,1
17/08/2020,10:34:32,40,25,5
17/08/2020,10:38:21,52,17,2
17/08/2020,10:42:37,36,23,0
17/08/2020,10:50:21,44,19,3
17/08/2020,11:01:23,43,17,1
17/08/2020,11:06:24,38,22,3
17/08/2020,11:12:25,35,21,0
17/08/2020,11:20:26,42,25,1
17/08/2020,11:22:27,39,24,4
17/08/2020,11:34:32,47,17,3
17/08/2020,11:38:21,36,21,4
17/08/2020,11:42:37,37,17,2
17/08/2020,11:50:21,35,24,5
17/08/2020,12:01:23,36,18,0
17/08/2020,12:06:24,45,21,0
17/08/2020,12:12:25,42,21,1
17/08/2020,12:20:26,51,17,5
17/08/2020,12:22:27,51,17,5
17/08/2020,12:34:32,38,21,3
17/08/2020,12:38:21,41,21,2
17/08/2020,12:42:37,43,22,2
17/08/2020,12:50:21,49,21,5
17/08/2020,13:01:23,53,17,5
17/08/2020,13:06:24,37,15,2
17/08/2020,13:12:25,35,17,1
17/08/2020,13:20:26,47,19,4
17/08/2020,13:22:27,45,17,2
17/08/2020,13:34:32,45,15,2
17/08/2020,13:38:21,51,21,3
17/08/2020,13:42:37,54,23,5
17/08/2020,13:50:21,50,22,5
17/08/2020,14:01:23,55,25,0
17/08/2020,14:06:24,49,22,2
17/08/2020,14:12:25,40,15,4
17/08/2020,14:20:26,54,16,5
17/08/2020,14:22:27,37,25,1
17/08/2020,14:34:32,37,22,0
17/08/2020,14:38:21,48,20,0
17/08/2020,14:42:37,44,17,0
17/08/2020,14:50:21,44,20,5
17/08/2020,15:01:23,43,20,0
17/08/2020,15:06:24,50,15,0
17/08/2020,15:12:25,49,25,5
17/08/2020,15:20:26,51,20,0
17/08/2020,15:22:27,47,22,1
17/08/2020,15:34:32,45,24,1
17/08/2020,15:38:21,39,19,4
17/08/2020,15:42:37,54,15,5
17/08/2020,15:50:21,43,19,5
17/08/2020,16:01:23,54,21,5
17/08/2020,16:06:24,39,22,5
17/08/2020,16:12:25,41,24,5
17/08/2020,16:20:26,47,16,5
17/08/2020,16:22:27,39,24,3
17/08/2020,16:34:32,49,23,0
17/08/2020,16:38:21,54,18,5
17/08/2020,16:42:37,51,20,0
17/08/2020,16:50:21,41,16,3
17/08/2020,17:01:23,46,17,3
17/08/2020,17:06:24,43,18,2
17/08/2020,17:12:25,55,17,4
17/08/2020,17:20:26,39,18,2
17/08/2020,17:22:27,36,22,2
17/08/2020,17:34:32,42,16,2
17/08/2020,17:38:21,37,23,3
17/08/2020,17:42:37,40,21,5
17/08/2020,17:50:21,37,15,2
17/08/2020,18:01:23,37,17,2
17/08/2020,18:06:24,46,23,3
17/08/2020,18:12:25,46,18,3
17/08/2020,18:20:26,43,19,1
17/08/2020,18:22:27,52,22,5
17/08/2020,18:34:32,49,19,0
17/08/2020,18:38:21,37,15,1
17/08/2020,18:42:37,52,16,3
17/08/2020,18:50:21,55,23,2
17/08/2020,19:01:23,49,17,4
17/08/2020,19:06:24,35,20,1
17/08/2020,19:12:25,52,20,1
17/08/2020,19:20:26,41,18,5
17/08/2020,19:22:27,48,21,2
17/08/2020,19:34:32,48,18,1
17/08/2020,19:38:21,50,21,4
17/08/2020,19:42:37,44,17,1
17/08/2020,19:50:21,40,20,0
17/08/2020,20:01:23,49,15,0
17/08/2020,20:06:24,52,19,2
17/08/2020,20:12:25,39,17,3
17/08/2020,20:20:26,38,17,5
17/08/2020,20:22:27,40,17,1
17/08/2020,20:34:32,38,25,4
17/08/2020,20:38:21,51,24,5
17/08/2020,20:42:37,52,20,1
17/08/2020,20:50:21,48,22,2
17/08/2020,21:01:23,54,19,5
17/08/2020,21:06:24,39,17,0
17/08/2020,21:12:25,35,16,4
17/08/2020,21:20:26,36,24,1
17/08/2020,21:22:27,42,16,1
17/08/2020,21:34:32,50,18,0
17/08/2020,21:38:21,48,19,4
17/08/2020,21:42:37,36,20,0
17/08/2020,21:50:21,54,22,1
17/08/2020,22:01:23,41,20,0
17/08/2020,22:06:24,38,19,1
17/08/2020,22:12:25,38,17,5
17/08/2020,22:20:26,39,22,0
17/08/2020,22:22:27,48,24,4
17/08/2020,22:34:32,48,16,0
17/08/2020,22:38:21,38,22,4
17/08/2020,22:42:37,44,23,5
17/08/2020,22:50:21,45,21,4
17/08/2020,23:01:23,52,21,0
17/08/2020,23:06:24,40,15,2
17/08/2020,23:12:25,39,23,3
17/08/2020,23:20:26,49,16,4
17/08/2020,23:22:27,47,18,0
17/08/2020,23:34:32,36,25,2
17/08/2020,23:38:21,48,25,5
17/08/2020,23:42:37,41,25,4
17/08/2020,23:50:21,37,24,2
18/08/2020,00:01:23,49,21,4
18/08/2020,00:06:24,36,24,2
18/08/2020,00:12:25,38,19,3
18/08/2020,00:20:26,41,18,5
18/08/2020,00:22:27,50,25,1
18/08/2020,00:34:32,35,22,5
18/08/2020,00:38:21,46,21,3
18/08/2020,00:42:37,46,20,4
18/08/2020,00:50:21,36,21,0
18/08/2020,00:55:24,48,19,2
18/08/2020,01:01:23,39,19,5
18/08/2020,01:06:24,42,15,3
18/08/2020,01:12:25,45,16,0
18/08/2020,01:20:26,38,20,2
18/08/2020,01:22:27,40,22,3
18/08/2020,01:34:32,42,20,3
18/08/2020,01:38:21,35,23,5
18/08/2020,01:42:37,48,22,2
18/08/2020,01:50:21,47,23,3
18/08/2020,02:01:23,49,21,1
18/08/2020,02:06:24,37,24,4
18/08/2020,02:12:25,51,24,4
18/08/2020,02:20:26,54,17,5
18/08/2020,02:22:27,41,18,3
18/08/2020,02:34:32,53,20,1
18/08/2020,02:38:21,50,25,0
18/08/2020,02:42:37,44,18,0
18/08/2020,02:50:21,38,19,2
18/08/2020,03:01:23,50,17,2
18/08/2020,03:06:24,49,19,1
18/08/2020,03:12:25,53,25,4
18/08/2020,03:20:26,50,17,1
18/08/2020,03:22:27,39,24,0
18/08/2020,03:34:32,55,25,0
18/08/2020,03:38:21,52,17,5
18/08/2020,03:42:37,54,24,1
18/08/2020,03:50:21,55,18,3
18/08/2020,04:01:23,43,24,2
18/08/2020,04:06:24,37,23,2
18/08/2020,04:12:25,55,16,5
18/08/2020,04:20:26,54,19,5
18/08/2020,04:22:27,43,22,3
18/08/2020,04:34:32,46,21,4
18/08/2020,04:38:21,36,20,3
18/08/2020,04:42:37,39,18,5
18/08/2020,04:50:21,40,21,4
18/08/2020,05:01:23,46,16,1
18/08/2020,05:06:24,37,23,3
18/08/2020,05:12:25,42,23,0
18/08/2020,05:20:26,47,18,3
18/08/2020,05:22:27,40,19,1
18/08/2020,05:34:32,55,25,3
18/08/2020,05:38:21,47,17,0
18/08/2020,05:42:37,38,19,3
18/08/2020,05:50:21,40,18,0
18/08/2020,06:01:23,41,19,0
18/08/2020,06:06:24,51,22,0
18/08/2020,06:12:25,37,25,4
18/08/2020,06:20:26,47,25,3
18/08/2020,06:22:27,46,23,2
18/08/2020,06:34:32,54,23,1
18/08/2020,06:38:21,41,22,2
18/08/2020,06:42:37,37,16,4
18/08/2020,06:50:21,41,18,0
18/08/2020,07:01:23,50,24,4
18/08/2020,07:06:24,43,22,4
18/08/2020,07:12:25,50,20,0
18/08/2020,07:20:26,53,15,2
18/08/2020,07:22:27,39,21,3
18/08/2020,07:34:32,42,19,0
18/08/2020,07:38:21,45,22,1
18/08/2020,07:42:37,47,24,1
18/08/2020,07:50:21,45,19,1
18/08/2020,07:01:23,51,24,5
18/08/2020,07:06:24,53,18,3
18/08/2020,07:12:25,55,22,1
18/08/2020,07:20:26,53,15,5
18/08/2020,07:22:27,43,18,4
18/08/2020,07:34:32,41,20,5
18/08/2020,07:38:21,38,19,1
18/08/2020,07:42:37,50,24,3
18/08/2020,07:50:21,52,19,1
18/08/2020,08:01:23,36,24,4
18/08/2020,08:06:24,42,24,1
18/08/2020,08:12:25,40,19,0
18/08/2020,09:20:26,46,22,2
18/08/2020,09:22:27,46,17,5
18/08/2020,09:34:32,48,18,3
18/08/2020,09:38:21,41,18,2
18/08/2020,09:42:37,42,15,1
18/08/2020,09:50:21,43,25,0
18/08/2020,10:01:23,48,16,4
18/08/2020,10:06:24,47,24,5
18/08/2020,10:12:25,40,24,0
18/08/2020,10:20:26,48,17,1
18/08/2020,10:22:27,54,19,0
18/08/2020,10:34:32,38,15,2
18/08/2020,10:38:21,50,20,5
18/08/2020,10:42:37,55,25,3
18/08/2020,10:50:21,54,15,3
18/08/2020,11:01:23,51,17,0
18/08/2020,11:06:24,52,18,4
18/08/2020,11:12:25,43,22,1
18/08/2020,11:20:26,49,17,0
18/08/2020,11:22:27,49,17,4
18/08/2020,11:34:32,35,23,3
18/08/2020,11:38:21,43,16,4
18/08/2020,11:42:37,37,15,1
18/08/2020,11:50:21,54,22,4
18/08/2020,12:01:23,36,24,1
18/08/2020,12:06:24,49,16,5
18/08/2020,12:12:25,44,21,0
18/08/2020,12:20:26,53,22,5
18/08/2020,12:22:27,55,17,0
18/08/2020,12:34:32,47,15,2
18/08/2020,12:38:21,36,18,3
18/08/2020,12:42:37,35,16,3
18/08/2020,12:50:21,52,17,2
18/08/2020,13:01:23,49,25,2
18/08/2020,13:06:24,35,19,4
18/08/2020,13:12:25,35,24,1
18/08/2020,13:20:26,41,25,2
18/08/2020,13:22:27,39,24,3
18/08/2020,13:34:32,52,20,3
18/08/2020,13:38:21,45,19,3
18/08/2020,13:42:37,46,22,4
18/08/2020,13:50:21,41,25,4
18/08/2020,14:01:23,39,20,2
18/08/2020,14:06:24,46,24,5
18/08/2020,14:12:25,36,22,4
18/08/2020,14:20:26,36,21,4
18/08/2020,14:22:27,41,19,4
18/08/2020,14:34:32,39,18,3
18/08/2020,14:38:21,50,21,5
18/08/2020,14:42:37,36,20,5
18/08/2020,14:50:21,49,20,1
18/08/2020,15:01:23,48,20,2
18/08/2020,15:06:24,44,19,1
18/08/2020,15:12:25,38,16,5
18/08/2020,15:20:26,35,22,1
18/08/2020,15:22:27,39,18,4
18/08/2020,15:34:32,50,24,1
18/08/2020,15:38:21,38,16,2
18/08/2020,15:42:37,36,16,2
18/08/2020,15:50:21,51,25,3
18/08/2020,16:01:23,39,21,2
18/08/2020,16:06:24,39,20,1
18/08/2020,16:12:25,38,16,4
18/08/2020,16:20:26,37,24,0
18/08/2020,16:22:27,47,18,0
18/08/2020,16:34:32,37,22,5
18/08/2020,16:38:21,42,22,4
18/08/2020,16:42:37,48,25,4
18/08/2020,16:50:21,44,16,0
18/08/2020,17:01:23,55,15,4
18/08/2020,17:06:24,38,25,0
18/08/2020,17:12:25,47,19,0
18/08/2020,17:20:26,51,25,0
18/08/2020,17:22:27,52,16,0
18/08/2020,17:34:32,36,22,1
18/08/2020,17:38:21,44,23,0
18/08/2020,17:42:37,37,24,3
18/08/2020,17:50:21,53,22,4
18/08/2020,18:01:23,36,18,5
18/08/2020,18:06:24,41,24,1
18/08/2020,18:12:25,50,24,4
18/08/2020,18:20:26,40,22,4
18/08/2020,18:22:27,51,24,3
18/08/2020,18:34:32,35,20,4
18/08/2020,18:38:21,42,24,2
18/08/2020,18:42:37,54,22,3
18/08/2020,18:50:21,44,15,1
18/08/2020,19:01:23,55,21,0
18/08/2020,19:06:24,43,24,4
18/08/2020,19:12:25,46,25,5
18/08/2020,19:20:26,41,19,4
18/08/2020,19:22:27,39,22,5
18/08/2020,19:34:32,45,16,5
18/08/2020,19:38:21,39,16,1
18/08/2020,19:42:37,40,17,3
18/08/2020,19:50:21,53,24,4
18/08/2020,20:01:23,55,25,2
18/08/2020,20:06:24,46,16,3
18/08/2020,20:12:25,41,17,3
18/08/2020,20:20:26,36,16,4
18/08/2020,20:22:27,39,23,5
18/08/2020,20:34:32,43,20,0
18/08/2020,20:38:21,48,24,4
18/08/2020,20:42:37,43,16,3
18/08/2020,20:50:21,43,23,4
18/08/2020,21:01:23,47,23,3
18/08/2020,21:06:24,35,15,4
18/08/2020,21:12:25,46,21,3
18/08/2020,21:20:26,48,16,2
18/08/2020,21:22:27,43,17,2
18/08/2020,21:34:32,41,19,4
18/08/2020,21:38:21,55,18,2
18/08/2020,21:42:37,42,19,0
18/08/2020,21:50:21,37,18,4
18/08/2020,22:01:23,49,21,3
18/08/2020,22:06:24,54,24,4
18/08/2020,22:12:25,41,15,4
18/08/2020,22:20:26,55,18,2
18/08/2020,22:22:27,48,16,3
18/08/2020,22:34:32,55,17,4
18/08/2020,22:38:21,55,25,5
18/08/2020,22:42:37,55,24,1
18/08/2020,22:50:21,37,22,0
18/08/2020,23:01:23,45,19,5
18/08/2020,23:06:24,35,24,3
18/08/2020,23:12:25,46,24,0
18/08/2020,23:20:26,54,19,4
18/08/2020,23:22:27,35,15,4
18/08/2020,23:34:32,48,25,4
18/08/2020,23:38:21,42,20,3
18/08/2020,23:42:37,42,21,3
18/08/2020,23:50:21,52,16,4
19/08/2020,00:01:23,38,23,1
19/08/2020,00:06:24,54,22,1
19/08/2020,00:12:25,53,20,1
19/08/2020,00:20:26,40,25,4
19/08/2020,00:22:27,48,20,4
19/08/2020,00:34:32,55,23,1
19/08/2020,00:38:21,48,25,2
19/08/2020,00:42:37,45,17,5
19/08/2020,00:50:21,44,25,2
19/08/2020,00:55:24,40,19,1
19/08/2020,01:01:23,41,23,1
19/08/2020,01:06:24,55,21,0
19/08/2020,01:12:25,36,21,1
19/08/2020,01:20:26,44,20,4
19/08/2020,01:22:27,48,15,2
19/08/2020,01:34:32,48,24,5
19/08/2020,01:38:21,49,18,5
19/08/2020,01:42:37,49,20,0
19/08/2020,01:50:21,38,16,4
19/08/2020,02:01:23,40,17,3
19/08/2020,02:06:24,41,22,1
19/08/2020,02:12:25,39,25,5
19/08/2020,02:20:26,43,25,5
19/08/2020,02:22:27,44,25,3
19/08/2020,02:34:32,41,17,5
19/08/2020,02:38:21,46,25,5
19/08/2020,02:42:37,51,24,4
19/08/2020,02:50:21,41,25,2
19/08/2020,03:01:23,40,17,1
19/08/2020,03:06:24,53,22,4
19/08/2020,03:12:25,51,23,0
19/08/2020,03:20:26,40,21,3
19/08/2020,03:22:27,55,23,3
19/08/2020,03:34:32,38,17,4
19/08/2020,03:38:21,39,24,3
19/08/2020,03:42:37,52,22,1
19/08/2020,03:50:21,37,19,0
19/08/2020,04:01:23,35,18,5
19/08/2020,04:06:24,40,22,4
19/08/2020,04:12:25,36,25,4
19/08/2020,04:20:26,50,16,5
19/08/2020,04:22:27,37,20,5
19/08/2020,04:34:32,35,24,0
19/08/2020,04:38:21,41,24,4
19/08/2020,04:42:37,55,16,1
19/08/2020,04:50:21,45,22,5
19/08/2020,05:01:23,48,16,0
19/08/2020,05:06:24,53,20,2
19/08/2020,05:12:25,45,23,2
19/08/2020,05:20:26,36,21,2
19/08/2020,05:22:27,35,20,3
19/08/2020,05:34:32,42,15,2
19/08/2020,05:38:21,36,19,1
19/08/2020,05:42:37,46,15,0
19/08/2020,05:50:21,37,25,5
19/08/2020,06:01:23,47,19,0
19/08/2020,06:06:24,49,24,4
19/08/2020,06:12:25,42,18,1
19/08/2020,06:20:26,42,23,3
19/08/2020,06:22:27,39,23,0
19/08/2020,06:34:32,39,18,4
19/08/2020,06:38:21,55,22,0
19/08/2020,06:42:37,37,23,0
19/08/2020,06:50:21,50,16,0
19/08/2020,07:01:23,55,22,0
19/08/2020,07:06:24,52,21,2
19/08/2020,07:12:25,49,18,1
19/08/2020,07:20:26,55,17,0
19/08/2020,07:22:27,42,15,0
19/08/2020,07:34:32,49,25,3
19/08/2020,07:38:21,54,25,2
19/08/2020,07:42:37,44,19,2
19/08/2020,07:50:21,44,23,0
19/08/2020,07:01:23,43,22,4
19/08/2020,07:06:24,52,15,1
19/08/2020,07:12:25,37,16,5
19/08/2020,07:20:26,41,23,0
19/08/2020,07:22:27,42,15,0
19/08/2020,07:34:32,52,23,3
19/08/2020,07:38:21,38,20,2
19/08/2020,07:42:37,41,17,5
19/08/2020,07:50:21,42,25,1
19/08/2020,08:01:23,54,25,3
19/08/2020,08:06:24,51,17,2
19/08/2020,08:12:25,36,22,1
19/08/2020,09:20:26,39,21,2
19/08/2020,09:22:27,37,24,5
19/08/2020,09:34:32,50,15,4
19/08/2020,09:38:21,54,17,2
19/08/2020,09:42:37,54,22,5
19/08/2020,09:50:21,47,21,0
19/08/2020,10:01:23,54,18,5
19/08/2020,10:06:24,39,22,3
19/08/2020,10:12:25,37,25,5
19/08/2020,10:20:26,51,19,2
19/08/2020,10:22:27,43,19,1
19/08/2020,10:34:32,46,24,4
19/08/2020,10:38:21,42,15,2
19/08/2020,10:42:37,44,25,1
19/08/2020,10:50:21,54,24,4
19/08/2020,11:01:23,55,21,1
19/08/2020,11:06:24,43,25,1
19/08/2020,11:12:25,46,23,0
19/08/2020,11:20:26,35,20,0
19/08/2020,11:22:27,55,17,1
19/08/2020,11:34:32,40,23,3
19/08/2020,11:38:21,45,21,3
19/08/2020,11:42:37,54,23,5
19/08/2020,11:50:21,49,21,3
19/08/2020,12:01:23,42,25,5
19/08/2020,12:06:24,47,15,5
19/08/2020,12:12:25,47,21,5
19/08/2020,12:20:26,47,24,4
19/08/2020,12:22:27,41,16,5
19/08/2020,12:34:32,50,24,2
19/08/2020,12:38:21,50,19,1
19/08/2020,12:42:37,53,25,4
19/08/2020,12:50:21,51,24,5
19/08/2020,13:01:23,50,22,4
19/08/2020,13:06:24,47,19,0
19/08/2020,13:12:25,53,24,2
19/08/2020,13:20:26,55,22,5
19/08/2020,13:22:27,40,20,2
19/08/2020,13:34:32,50,24,4
19/08/2020,13:38:21,50,17,0
19/08/2020,13:42:37,44,23,2
19/08/2020,13:50:21,55,17,5
19/08/2020,14:01:23,50,23,1
19/08/2020,14:06:24,42,25,5
19/08/2020,14:12:25,41,17,5
19/08/2020,14:20:26,47,19,0
19/08/2020,14:22:27,44,16,5
19/08/2020,14:34:32,43,19,1
19/08/2020,14:38:21,51,17,3
19/08/2020,14:42:37,41,21,1
19/08/2020,14:50:21,54,20,1
19/08/2020,15:01:23,38,17,2
19/08/2020,15:06:24,53,17,1
19/08/2020,15:12:25,40,16,5
19/08/2020,15:20:26,37,17,1
19/08/2020,15:22:27,38,25,0
19/08/2020,15:34:32,36,25,0
19/08/2020,15:38:21,40,15,0
19/08/2020,15:42:37,48,19,4
19/08/2020,15:50:21,39,24,0
19/08/2020,16:01:23,45,21,3
19/08/2020,16:06:24,43,15,0
19/08/2020,16:12:25,55,21,5
19/08/2020,16:20:26,48,22,0
19/08/2020,16:22:27,44,15,3
19/08/2020,16:34:32,35,24,1
19/08/2020,16:38:21,54,24,1
19/08/2020,16:42:37,49,21,0
19/08/2020,16:50:21,46,25,1
19/08/2020,17:01:23,39,15,0
19/08/2020,17:06:24,43,24,2
19/08/2020,17:12:25,36,16,4
19/08/2020,17:20:26,40,25,4
19/08/2020,17:22:27,49,24,1
19/08/2020,17:34:32,51,23,3
19/08/2020,17:38:21,39,21,4
19/08/2020,17:42:37,53,22,1
19/08/2020,17:50:21,55,21,0
19/08/2020,18:01:23,47,22,5
19/08/2020,18:06:24,54,15,5
19/08/2020,18:12:25,44,21,0
19/08/2020,18:20:26,45,17,0
19/08/2020,18:22:27,44,19,3
19/08/2020,18:34:32,47,17,5
19/08/2020,18:38:21,37,21,4
19/08/2020,18:42:37,50,15,0
19/08/2020,18:50:21,42,15,4
19/08/2020,19:01:23,51,15,4
19/08/2020,19:06:24,36,20,2
19/08/2020,19:12:25,44,18,0
19/08/2020,19:20:26,43,24,5
19/08/2020,19:22:27,41,23,3
19/08/2020,19:34:32,49,23,4
19/08/2020,19:38:21,55,21,5
19/08/2020,19:42:37,41,25,4
19/08/2020,19:50:21,37,18,2
19/08/2020,20:01:23,47,19,4
19/08/2020,20:06:24,55,16,2
19/08/2020,20:12:25,49,21,0
19/08/2020,20:20:26,36,18,5
19/08/2020,20:22:27,48,23,2
19/08/2020,20:34:32,55,18,3
19/08/2020,20:38:21,55,23,1
19/08/2020,20:42:37,40,15,4
19/08/2020,20:50:21,45,16,1
19/08/2020,21:01:23,43,21,2
19/08/2020,21:06:24,41,21,0
19/08/2020,21:12:25,50,25,0
19/08/2020,21:20:26,42,19,0
19/08/2020,21:22:27,41,24,2
19/08/2020,21:34:32,43,24,1
19/08/2020,21:38:21,53,23,3
19/08/2020,21:42:37,44,21,5
19/08/2020,21:50:21,42,24,2
19/08/2020,22:01:23,40,16,3
19/08/2020,22:06:24,52,20,3
19/08/2020,22:12:25,54,24,1
19/08/2020,22:20:26,36,15,4
19/08/2020,22:22:27,47,18,1
19/08/2020,22:34:32,43,23,1
19/08/2020,22:38:21,47,24,1
19/08/2020,22:42:37,49,22,0
19/08/2020,22:50:21,35,23,3
19/08/2020,23:01:23,37,18,1
19/08/2020,23:06:24,54,25,3
19/08/2020,23:12:25,50,16,3
19/08/2020,23:20:26,46,21,2
19/08/2020,23:22:27,53,22,2
19/08/2020,23:34:32,47,21,3
19/08/2020,23:38:21,39,24,4
19/08/2020,23:42:37,42,16,3
19/08/2020,23:50:21,36,20,1
20/08/2020,00:01:23,52,19,2
20/08/2020,00:06:24,45,16,0
20/08/2020,00:12:25,52,21,2
20/08/2020,00:20:26,49,20,2
20/08/2020,00:22:27,53,16,3
20/08/2020,00:34:32,41,21,4
20/08/2020,00:38:21,45,22,0
20/08/2020,00:42:37,49,17,0
20/08/2020,00:50:21,36,17,2
20/08/2020,00:55:24,48,15,5
20/08/2020,01:01:23,35,22,4
20/08/2020,01:06:24,52,17,5
20/08/2020,01:12:25,45,18,5
20/08/2020,01:20:26,43,23,5
20/08/2020,01:22:27,36,15,3
20/08/2020,01:34:32,44,20,2
20/08/2020,01:38:21,49,21,2
20/08/2020,01:42:37,42,21,4
20/08/2020,01:50:21,38,20,4
20/08/2020,02:01:23,47,20,4
20/08/2020,02:06:24,45,15,0
20/08/2020,02:12:25,35,15,4
20/08/2020,02:20:26,43,25,2
20/08/2020,02:22:27,44,17,0
20/08/2020,02:34:32,44,21,3
20/08/2020,02:38:21,55,25,5
20/08/2020,02:42:37,51,19,5
20/08/2020,02:50:21,37,20,4
20/08/2020,03:01:23,35,18,5
20/08/2020,03:06:24,46,20,0
20/08/2020,03:12:25,35,16,5
20/08/2020,03:20:26,48,20,2
20/08/2020,03:22:27,50,19,2
20/08/2020,03:34:32,46,17,3
20/08/2020,03:38:21,35,21,3
20/08/2020,03:42:37,43,19,2
20/08/2020,03:50:21,53,25,5
20/08/2020,04:01:23,46,25,3
20/08/2020,04:06:24,49,21,1
20/08/2020,04:12:25,41,22,1
20/08/2020,04:20:26,54,18,3
20/08/2020,04:22:27,38,18,1
20/08/2020,04:34:32,37,17,2
20/08/2020,04:38:21,47,25,2
20/08/2020,04:42:37,38,18,2
20/08/2020,04:50:21,47,17,5
20/08/2020,05:01:23,43,24,4
20/08/2020,05:06:24,49,22,0
20/08/2020,05:12:25,42,19,0
20/08/2020,05:20:26,50,23,2
20/08/2020,05:22:27,43,21,4
20/08/2020,05:34:32,53,20,4
20/08/2020,05:38:21,50,20,1
20/08/2020,05:42:37,36,15,1
20/08/2020,05:50:21,55,22,0
20/08/2020,06:01:23,38,25,5
20/08/2020,06:06:24,53,16,4
20/08/2020,06:12:25,48,15,0
20/08/2020,06:20:26,50,20,3
20/08/2020,06:22:27,38,17,2
20/08/2020,06:34:32,53,19,5
20/08/2020,06:38:21,44,15,1
20/08/2020,06:42:37,36,21,2
20/08/2020,06:50:21,54,25,5
20/08/2020,07:01:23,39,20,2
20/08/2020,07:06:24,49,17,0
20/08/2020,07:12:25,47,16,4
20/08/2020,07:20:26,41,15,4
20/08/2020,07:22:27,41,17,5
20/08/2020,07:34:32,37,22,4
20/08/2020,07:38:21,40,23,1
20/08/2020,07:42:37,53,25,5
20/08/2020,07:50:21,43,25,0
20/08/2020,07:01:23,53,20,1
20/08/2020,07:06:24,40,18,2
20/08/2020,07:12:25,54,21,4
20/08/2020,07:20:26,36,16,3
20/08/2020,07:22:27,44,24,4
20/08/2020,07:34:32,54,17,0
20/08/2020,07:38:21,52,20,0
20/08/2020,07:42:37,50,25,4
20/08/2020,07:50:21,52,24,5
20/08/2020,08:01:23,54,24,2
20/08/2020,08:06:24,41,18,0
20/08/2020,08:12:25,51,16,1
20/08/2020,09:20:26,43,18,5
20/08/2020,09:22:27,36,24,0
20/08/2020,09:34:32,50,22,0
20/08/2020,09:38:21,35,25,2
20/08/2020,09:42:37,42,23,0
20/08/2020,09:50:21,50,17,2
20/08/2020,10:01:23,49,24,3
20/08/2020,10:06:24,42,23,4
20/08/2020,10:12:25,35,19,4
20/08/2020,10:20:26,48,18,3
20/08/2020,10:22:27,45,16,3
20/08/2020,10:34:32,54,18,0
20/08/2020,10:38:21,40,23,0
20/08/2020,10:42:37,46,25,3
20/08/2020,10:50:21,55,25,1
20/08/2020,11:01:23,49,16,3
20/08/2020,11:06:24,42,18,1
20/08/2020,11:12:25,40,19,4
20/08/2020,11:20:26,53,22,3
20/08/2020,11:22:27,46,18,4
20/08/2020,11:34:32,54,24,5
20/08/2020,11:38:21,35,21,2
20/08/2020,11:42:37,51,21,4
20/08/2020,11:50:21,35,25,3
20/08/2020,12:01:23,45,17,0
20/08/2020,12:06:24,45,16,3
20/08/2020,12:12:25,50,19,2
20/08/2020,12:20:26,48,17,1
20/08/2020,12:22:27,44,22,5
20/08/2020,12:34:32,50,24,5
20/08/2020,12:38:21,37,22,3
20/08/2020,12:42:37,44,21,0
20/08/2020,12:50:21,52,18,5
20/08/2020,13:01:23,39,25,5
20/08/2020,13:06:24,50,20,4
20/08/2020,13:12:25,49,16,5
20/08/2020,13:20:26,54,25,1
20/08/2020,13:22:27,40,21,0
20/08/2020,13:34:32,37,21,0
20/08/2020,13:38:21,43,24,2
